"date","open","high","low","Adj Close","ticker","close","volume","moving_avg_7d","daily_change_percentage"
"2020-02-21","79.65499877929688","80.11250305175781","77.625","76.05419158935547","AAPL","78.26249694824219","129554000","80.46","-2.26"
"2020-02-24","74.31500244140625","76.04499816894531","72.30750274658203","72.44158935546875","AAPL","74.54499816894531","222195200","79.43","-4.75"
"2020-02-25","75.23750305175781","75.63249969482422","71.53250122070312","69.98783111572266","AAPL","72.0199966430664","230673600","78.11","-3.39"
"2020-02-26","71.63249969482422","74.47000122070312","71.625","71.09808349609375","AAPL","73.1624984741211","198054800","76.96","1.59"
"2020-02-27","70.2750015258789","71.5","68.23999786376953","66.45054626464844","AAPL","68.37999725341797","320605600","75.34","-6.54"
"2020-02-28","64.31500244140625","69.60250091552734","64.09249877929688","66.41166687011719","AAPL","68.33999633789062","426510000","73.54","-0.06"
"2020-03-02","70.56999969482422","75.36000061035156","69.43000030517578","72.59464263916016","AAPL","74.70249938964844","341397200","72.77","9.31"
"2020-03-03","75.9175033569336","76.0","71.44999694824219","70.28910064697266","AAPL","72.33000183105469","319475600","71.93","-3.18"
"2020-03-04","74.11000061035156","75.8499984741211","73.28250122070312","73.5494384765625","AAPL","75.68499755859375","219178400","72.09","4.64"
"2020-03-05","73.87999725341797","74.88749694824219","72.85250091552734","71.1637191772461","AAPL","73.2300033569336","187572800","72.26","-3.24"
"2020-03-06","70.5","72.70500183105469","70.30750274658203","70.2186279296875","AAPL","72.25749969482422","226176800","72.13","-1.33"
"2020-03-09","65.9375","69.52249908447266","65.75","64.66488647460938","AAPL","66.5425033569336","286744800","71.87","-7.91"
"2020-03-10","69.28500366210938","71.61000061035156","67.34249877929688","69.32217407226562","AAPL","71.33499908447266","285290000","72.30","7.20"
"2020-03-11","69.34750366210938","70.30500030517578","67.96499633789062","66.91458892822266","AAPL","68.85749816894531","255598800","71.46","-3.47"
"2020-03-12","63.98500061035156","67.5","62.0","60.30643844604492","AAPL","62.057498931884766","418474000","70.00","-9.88"
"2020-03-13","66.22250366210938","69.9800033569336","63.23749923706055","67.53166198730469","AAPL","69.49250030517578","370732000","69.11","11.98"
"2020-03-16","60.48749923706055","64.7699966430664","60.0","58.84391784667969","AAPL","60.5525016784668","322423600","67.30","-12.86"
"2020-03-17","61.877498626708984","64.40249633789062","59.599998474121094","61.43129348754883","AAPL","63.21500015258789","324056000","66.01","4.40"
"2020-03-18","59.942501068115234","62.5","59.279998779296875","59.927452087402344","AAPL","61.66749954223633","300233600","65.31","-2.45"
"2020-03-19","61.84749984741211","63.209999084472656","60.65250015258789","59.468284606933594","AAPL","61.19499969482422","271857200","63.86","-0.77"
"2020-03-20","61.79499816894531","62.95750045776367","57.0","55.692909240722656","AAPL","57.310001373291016","401693200","62.21","-6.35"
"2020-03-23","57.02000045776367","57.125","53.15250015258789","54.50975799560547","AAPL","56.092498779296875","336752800","61.36","-2.12"
"2020-03-24","59.09000015258789","61.92250061035156","58.57500076293945","59.97848129272461","AAPL","61.720001220703125","287531200","60.25","10.03"
"2020-03-25","62.6875","64.5625","61.07500076293945","59.648067474365234","AAPL","61.380001068115234","303602000","60.37","-0.55"
"2020-03-26","61.630001068115234","64.66999816894531","61.59000015258789","62.78692626953125","AAPL","64.61000061035156","252087200","60.57","5.26"
"2020-03-27","63.1875","63.967498779296875","61.76250076293945","60.187400817871094","AAPL","61.935001373291016","204216800","60.61","-4.14"
"2020-03-30","62.685001373291016","63.880001068115234","62.349998474121094","61.905025482177734","AAPL","63.70249938964844","167976400","60.96","2.85"
"2020-03-31","63.900001525878906","65.62249755859375","63.0","61.778690338134766","AAPL","63.5724983215332","197002000","61.86","-0.20"
"2020-04-01","61.625","62.18000030517578","59.782501220703125","58.5280876159668","AAPL","60.227500915527344","176218400","62.45","-5.26"
"2020-04-02","60.084999084472656","61.287498474121094","59.224998474121094","59.504722595214844","AAPL","61.23249816894531","165934000","62.38","1.67"
"2020-04-03","60.70000076293945","61.42499923706055","59.74250030517578","58.64955520629883","AAPL","60.352500915527344","129880000","62.23","-1.44"
"2020-04-06","62.724998474121094","65.77749633789062","62.345001220703125","63.765987396240234","AAPL","65.61750030517578","201820400","62.38","8.72"
"2020-04-07","67.69999694824219","67.92500305175781","64.75","63.02743911743164","AAPL","64.85749816894531","202887200","62.79","-1.16"
"2020-04-08","65.68499755859375","66.84249877929688","65.30750274658203","64.64058685302734","AAPL","66.51750183105469","168895200","63.20","2.56"
"2020-04-09","67.17500305175781","67.51750183105469","66.17500305175781","65.1070556640625","AAPL","66.99749755859375","161834800","63.69","0.72"
"2020-04-13","67.07749938964844","68.42500305175781","66.4574966430664","66.38497161865234","AAPL","68.3125","131022800","64.84","1.96"
"2020-04-14","70.0","72.0625","69.51249694824219","69.73760223388672","AAPL","71.76249694824219","194994800","66.35","5.05"
"2020-04-15","70.5999984741211","71.5824966430664","70.15750122070312","69.10108184814453","AAPL","71.10749816894531","131154400","67.88","-0.91"
"2020-04-16","71.84500122070312","72.05000305175781","70.5875015258789","69.65015411376953","AAPL","71.67250061035156","157125200","68.75","0.79"
"2020-04-17","71.17250061035156","71.73750305175781","69.21499633789062","68.70507049560547","AAPL","70.69999694824219","215250000","69.58","-1.36"
"2020-04-20","69.48750305175781","70.41999816894531","69.2125015258789","67.27900695800781","AAPL","69.23249816894531","130015200","69.97","-2.08"
"2020-04-21","69.06999969482422","69.3125","66.35749816894531","65.19937896728516","AAPL","67.09249877929688","180991600","69.98","-3.09"
"2020-04-22","68.40249633789062","69.4749984741211","68.05000305175781","67.07733917236328","AAPL","69.0250015258789","116862400","70.08","2.88"
"2020-04-23","68.96749877929688","70.4375","68.71749877929688","66.81739807128906","AAPL","68.75749969482422","124814400","69.66","-0.39"
"2020-04-24","69.30000305175781","70.75250244140625","69.25","68.74638366699219","AAPL","70.74250030517578","126161200","69.60","2.89"
"2020-04-27","70.44999694824219","71.13500213623047","69.98750305175781","68.79498291015625","AAPL","70.7925033569336","117087600","69.48","0.07"
"2020-04-28","71.2699966430664","71.4574966430664","69.55000305175781","67.6798324584961","AAPL","69.6449966430664","112004800","69.33","-1.62"
"2020-04-29","71.18250274658203","72.4175033569336","70.97250366210938","69.9028091430664","AAPL","71.93250274658203","137280800","69.71","3.28"
"2020-04-30","72.48999786376953","73.63249969482422","72.0875015258789","71.37748718261719","AAPL","73.44999694824219","183064000","70.62","2.11"
"2020-05-01","71.5625","74.75","71.4625015258789","70.22835540771484","AAPL","72.26750183105469","240616800","71.08","-1.61"
"2020-05-04","72.2925033569336","73.42250061035156","71.58000183105469","71.22200012207031","AAPL","73.29000091552734","133568000","71.73","1.41"
"2020-05-05","73.76499938964844","75.25","73.61499786376953","72.29097747802734","AAPL","74.38999938964844","147751200","72.25","1.50"
"2020-05-06","75.11499786376953","75.80999755859375","74.71749877929688","73.03680419921875","AAPL","75.15750122070312","142333600","72.88","1.03"
"2020-05-07","75.80500030517578","76.2925033569336","75.49250030517578","73.7923583984375","AAPL","75.93499755859375","115215200","73.77","1.03"
"2020-05-08","76.41000366210938","77.5875015258789","76.07250213623047","75.54874420166016","AAPL","77.53250122070312","133838400","74.57","2.10"
"2020-05-11","77.0250015258789","79.26249694824219","76.80999755859375","76.73754119873047","AAPL","78.75250244140625","145946400","75.33","1.57"
"2020-05-12","79.4574966430664","79.92250061035156","77.72750091552734","75.86055755615234","AAPL","77.85250091552734","162301200","76.13","-1.14"
"2020-05-13","78.0374984741211","78.98750305175781","75.80249786376953","74.94461059570312","AAPL","76.9124984741211","200622400","76.65","-1.21"
"2020-05-14","76.12750244140625","77.44750213623047","75.38249969482422","75.405029296875","AAPL","77.38500213623047","158929200","77.08","0.61"
"2020-05-15","75.0875015258789","76.9749984741211","75.05249786376953","74.959228515625","AAPL","76.92749786376953","166348400","77.33","-0.59"
"2020-05-18","78.2925033569336","79.125","77.58000183105469","76.72533416748047","AAPL","78.73999786376953","135178400","77.73","2.36"
"2020-05-19","78.75749969482422","79.62999725341797","78.25250244140625","76.28201293945312","AAPL","78.28500366210938","101729600","77.84","-0.58"
"2020-05-20","79.16999816894531","79.87999725341797","79.12999725341797","77.76556396484375","AAPL","79.80750274658203","111504800","77.99","1.94"
"2020-05-21","79.66500091552734","80.22250366210938","78.96749877929688","77.18577575683594","AAPL","79.2125015258789","102688800","78.18","-0.75"
"2020-05-22","78.94249725341797","79.80750274658203","78.8375015258789","77.68272399902344","AAPL","79.72250366210938","81803200","78.58","0.64"
"2020-05-26","80.875","81.05999755859375","79.125","77.15653228759766","AAPL","79.18250274658203","125522000","78.84","-0.68"
"2020-05-27","79.03500366210938","79.67749786376953","78.27249908447266","77.49269104003906","AAPL","79.52749633789062","112945200","79.21","0.44"
"2020-05-28","79.19249725341797","80.86000061035156","78.90750122070312","77.52680969238281","AAPL","79.5625","133560800","79.33","0.04"
"2020-05-29","79.8125","80.2874984741211","79.11750030517578","77.45130157470703","AAPL","79.48500061035156","153532400","79.50","-0.10"
"2020-06-01","79.4375","80.5875015258789","79.30249786376953","78.40380859375","AAPL","80.4625015258789","80791200","79.59","1.23"
"2020-06-02","80.1875","80.86000061035156","79.73249816894531","78.7667465209961","AAPL","80.83499908447266","87642800","79.83","0.46"
"2020-06-03","81.16500091552734","81.55000305175781","80.57499694824219","79.20037078857422","AAPL","81.27999877929688","104491200","80.05","0.55"
"2020-06-04","81.09750366210938","81.40499877929688","80.19499969482422","78.51828002929688","AAPL","80.58000183105469","87560400","80.25","-0.86"
"2020-06-05","80.8375015258789","82.9375","80.80750274658203","80.75456237792969","AAPL","82.875","137250400","80.73","2.85"
"2020-06-08","82.5625","83.4000015258789","81.83000183105469","81.2320327758789","AAPL","83.36499786376953","95654400","81.27","0.59"
"2020-06-09","83.03500366210938","86.40249633789062","83.00250244140625","83.79716491699219","AAPL","85.99749755859375","147712400","82.20","3.16"
"2020-06-10","86.9749984741211","88.69249725341797","86.52249908447266","85.95306396484375","AAPL","88.20999908447266","166651600","83.31","2.57"
"2020-06-11","87.32749938964844","87.76499938964844","83.87000274658203","81.82640838623047","AAPL","83.9749984741211","201662400","83.75","-4.80"
"2020-06-12","86.18000030517578","86.94999694824219","83.55500030517578","82.53285217285156","AAPL","84.69999694824219","200146000","84.24","0.86"
"2020-06-15","83.3125","86.41999816894531","83.1449966430664","83.55358123779297","AAPL","85.74749755859375","138808800","84.98","1.24"
"2020-06-16","87.86499786376953","88.30000305175781","86.18000030517578","85.7679214477539","AAPL","88.0199966430664","165428800","85.72","2.65"
"2020-06-17","88.7874984741211","88.8499984741211","87.77249908447266","85.64854431152344","AAPL","87.89749908447266","114406400","86.36","-0.14"
"2020-06-18","87.85250091552734","88.36250305175781","87.30500030517578","85.68265533447266","AAPL","87.93250274658203","96820400","86.64","0.04"
"2020-06-19","88.66000366210938","89.13999938964844","86.2874984741211","85.19302368164062","AAPL","87.43000030517578","264476000","86.53","-0.57"
"2020-06-22","87.83499908447266","89.86499786376953","87.7874984741211","87.4219741821289","AAPL","89.71749877929688","135445200","87.35","2.62"
"2020-06-23","91.0","93.09500122070312","90.56749725341797","89.2879867553711","AAPL","91.63249969482422","212155600","88.34","2.13"
"2020-06-24","91.25","92.19750213623047","89.62999725341797","87.71186065673828","AAPL","90.01499938964844","192623200","88.95","-1.77"
"2020-06-25","90.17500305175781","91.25","89.39250183105469","88.87628936767578","AAPL","91.20999908447266","137522400","89.40","1.33"
"2020-06-26","91.10250091552734","91.33000183105469","88.25499725341797","86.14550018310547","AAPL","88.40750122070312","205256800","89.48","-3.07"
"2020-06-29","88.3125","90.5425033569336","87.81999969482422","88.13087463378906","AAPL","90.44499969482422","130646000","89.84","2.30"
"2020-06-30","90.0199966430664","91.49500274658203","90.0","88.8665542602539","AAPL","91.19999694824219","140223200","90.38","0.83"
"2020-07-01","91.27999877929688","91.83999633789062","90.97750091552734","88.698486328125","AAPL","91.02749633789062","110737200","90.56","-0.19"
"2020-07-02","91.9625015258789","92.61750030517578","90.91000366210938","88.698486328125","AAPL","91.02749633789062","114041600","90.48","0.00"
"2020-07-06","92.5","93.94499969482422","92.46749877929688","91.07117462158203","AAPL","93.4625015258789","118655600","90.97","2.68"
"2020-07-07","93.85250091552734","94.65499877929688","93.05750274658203","90.78858947753906","AAPL","93.17250061035156","112424400","91.25","-0.31"
"2020-07-08","94.18000030517578","95.375","94.08999633789062","92.90308380126953","AAPL","95.34249877929688","117092000","92.24","2.33"
"2020-07-09","96.26249694824219","96.31749725341797","94.67250061035156","93.30256652832031","AAPL","95.75250244140625","125642800","93.00","0.43"
"2020-07-10","95.33499908447266","95.9800033569336","94.70500183105469","93.46578216552734","AAPL","95.91999816894531","90257200","93.67","0.17"
"2020-07-13","97.26499938964844","99.95500183105469","95.25749969482422","93.03462219238281","AAPL","95.47750091552734","191649200","94.31","-0.46"
"2020-07-14","94.83999633789062","97.25499725341797","93.87750244140625","94.57420349121094","AAPL","97.05750274658203","170989200","95.17","1.65"
"2020-07-15","98.98999786376953","99.24749755859375","96.48999786376953","95.22459411621094","AAPL","97.7249984741211","153198000","95.78","0.69"
"2020-07-16","96.5625","97.40499877929688","95.90499877929688","94.05287170410156","AAPL","96.52249908447266","110577600","96.26","-1.23"
"2020-07-17","96.98750305175781","97.14749908447266","95.83999633789062","93.86286926269531","AAPL","96.32749938964844","92186800","96.40","-0.20"
"2020-07-20","96.4175033569336","98.5","96.0625","95.84092712402344","AAPL","98.35749816894531","90318000","96.77","2.11"
"2020-07-21","99.17250061035156","99.25","96.74250030517578","94.51815795898438","AAPL","97.0","103433200","96.92","-1.38"
"2020-07-22","96.69249725341797","97.9749984741211","96.60250091552734","94.78367614746094","AAPL","97.27249908447266","89001600","97.18","0.28"
"2020-07-23","96.99749755859375","97.07749938964844","92.01000213623047","90.469482421875","AAPL","92.84500122070312","197004400","96.58","-4.55"
"2020-07-24","90.98750305175781","92.97000122070312","89.1449966430664","90.2453384399414","AAPL","92.61499786376953","185438800","95.85","-0.25"
"2020-07-27","93.70999908447266","94.90499877929688","93.4800033569336","92.38419342041016","AAPL","94.80999755859375","121214000","95.60","2.37"
"2020-07-28","94.36750030517578","94.55000305175781","93.24749755859375","90.86653900146484","AAPL","93.25250244140625","103625600","95.16","-1.64"
"2020-07-29","93.75","95.2300033569336","93.7125015258789","92.60830688476562","AAPL","95.04000091552734","90329200","94.69","1.92"
"2020-07-30","94.1875","96.29750061035156","93.76750183105469","93.72888946533203","AAPL","96.19000244140625","158130000","94.58","1.21"
"2020-07-31","102.88500213623047","106.41500091552734","100.82499694824219","103.54122924804688","AAPL","106.26000213623047","374336800","95.86","10.47"
"2020-08-03","108.19999694824219","111.63749694824219","107.89250183105469","106.15022277832031","AAPL","108.9375","308151200","98.16","2.52"
"2020-08-04","109.13249969482422","110.79000091552734","108.38749694824219","106.85909271240234","AAPL","109.66500091552734","173071600","100.59","0.67"
"2020-08-05","109.37750244140625","110.39250183105469","108.89749908447266","107.24644470214844","AAPL","110.0625","121776800","102.77","0.36"
"2020-08-06","110.40499877929688","114.4124984741211","109.79750061035156","110.9881820678711","AAPL","113.90249633789062","202428800","105.72","3.49"
"2020-08-07","113.20500183105469","113.67500305175781","110.2925033569336","108.46478271484375","AAPL","111.11250305175781","198045600","108.02","-2.45"
"2020-08-10","112.5999984741211","113.7750015258789","110.0","110.04129791259766","AAPL","112.72750091552734","212403600","110.38","1.45"
"2020-08-11","111.97000122070312","112.48249816894531","109.10749816894531","106.76868438720703","AAPL","109.375","187902400","110.83","-2.97"
"2020-08-12","110.49749755859375","113.2750015258789","110.29750061035156","110.31707763671875","AAPL","113.01000213623047","165598000","111.41","3.32"
"2020-08-13","114.43000030517578","116.0425033569336","113.92749786376953","112.2694091796875","AAPL","115.01000213623047","210082000","112.17","1.77"
"2020-08-14","114.83000183105469","115.0","113.04499816894531","112.16935729980469","AAPL","114.90750122070312","165565200","112.86","-0.09"
"2020-08-17","116.0625","116.0875015258789","113.9625015258789","111.87650299072266","AAPL","114.60749816894531","119561600","112.96","-0.26"
"2020-08-18","114.35250091552734","116.0","114.00749969482422","112.80874633789062","AAPL","115.5625","105633600","113.60","0.83"
"2020-08-19","115.98249816894531","117.1624984741211","115.61000061035156","112.95030212402344","AAPL","115.7074966430664","145538000","114.03","0.13"
"2020-08-20","115.75","118.39250183105469","115.73249816894531","115.45661926269531","AAPL","118.2750015258789","126907200","115.30","2.22"
"2020-08-21","119.26249694824219","124.86750030517578","119.25","121.40637969970703","AAPL","124.37000274658203","338054800","116.92","5.15"
"2020-08-24","128.69749450683594","128.78500366210938","123.9375","122.85841369628906","AAPL","125.85749816894531","345937600","118.47","1.20"
"2020-08-25","124.69750213623047","125.18000030517578","123.05249786376953","121.85052490234375","AAPL","124.82499694824219","211495600","119.89","-0.82"
"2020-08-26","126.18000030517578","126.99250030517578","125.0824966430664","123.507568359375","AAPL","126.52249908447266","163022400","121.59","1.36"
"2020-08-27","127.14250183105469","127.48500061035156","123.8324966430664","122.0311279296875","AAPL","125.01000213623047","155552400","122.94","-1.20"
"2020-08-28","126.01249694824219","126.44249725341797","124.57749938964844","121.83345794677734","AAPL","124.80750274658203","187630000","124.24","-0.16"
"2020-08-31","127.58000183105469","131.0","126.0","125.96508026123047","AAPL","129.0399932861328","225702700","125.78","3.39"
"2020-09-01","132.75999450683594","134.8000030517578","130.52999877929688","130.9826202392578","AAPL","134.17999267578125","151948100","127.18","3.98"
"2020-09-02","137.58999633789062","137.97999572753906","127.0","128.26885986328125","AAPL","131.39999389648438","200119000","127.97","-2.07"
"2020-09-03","126.91000366210938","128.83999633789062","120.5","117.9995346069336","AAPL","120.87999725341797","257599600","127.41","-8.01"
"2020-09-04","120.06999969482422","123.69999694824219","110.88999938964844","118.07763671875","AAPL","120.95999908447266","332607200","126.61","0.07"
"2020-09-08","113.94999694824219","118.98999786376953","112.68000030517578","110.13159942626953","AAPL","112.81999969482422","231366600","124.87","-6.73"
"2020-09-09","117.26000213623047","119.13999938964844","115.26000213623047","114.52438354492188","AAPL","117.31999969482422","176940500","123.80","3.99"
"2020-09-10","120.36000061035156","120.5","112.5","110.7856216430664","AAPL","113.48999786376953","182274400","121.58","-3.26"
"2020-09-11","114.56999969482422","115.2300033569336","110.0","109.33113861083984","AAPL","112.0","180860300","118.41","-1.31"
"2020-09-14","114.72000122070312","115.93000030517578","112.80000305175781","112.61107635498047","AAPL","115.36000061035156","140150100","116.12","3.00"
"2020-09-15","118.33000183105469","118.83000183105469","113.61000061035156","112.78678894042969","AAPL","115.54000091552734","184642000","115.36","0.16"
"2020-09-16","115.2300033569336","116.0","112.04000091552734","109.45802307128906","AAPL","112.12999725341797","154679000","114.09","-2.95"
"2020-09-17","109.72000122070312","112.19999694824219","108.70999908447266","107.71068572998047","AAPL","110.33999633789062","178011000","113.74","-1.60"
"2020-09-18","110.4000015258789","110.87999725341797","106.08999633789062","104.2940902709961","AAPL","106.83999633789062","287104900","112.24","-3.17"
"2020-09-21","104.54000091552734","110.19000244140625","103.0999984741211","107.4568862915039","AAPL","110.08000183105469","195713800","111.76","3.03"
"2020-09-22","112.68000030517578","112.86000061035156","109.16000366210938","109.14566040039062","AAPL","111.80999755859375","183055400","111.73","1.57"
"2020-09-23","111.62000274658203","112.11000061035156","106.7699966430664","104.56744384765625","AAPL","107.12000274658203","150718700","110.55","-4.19"
"2020-09-24","105.16999816894531","110.25","105.0","105.6412124633789","AAPL","108.22000122070312","167743300","109.51","1.03"
"2020-09-25","108.43000030517578","112.44000244140625","107.66999816894531","109.60445404052734","AAPL","112.27999877929688","149981400","109.53","3.75"
"2020-09-28","115.01000213623047","115.31999969482422","112.77999877929688","112.22059631347656","AAPL","114.95999908447266","137672400","110.19","2.39"
"2020-09-29","114.55000305175781","115.30999755859375","113.56999969482422","111.371337890625","AAPL","114.08999633789062","99382200","111.22","-0.76"
"2020-09-30","113.79000091552734","117.26000213623047","113.62000274658203","113.05034637451172","AAPL","115.80999755859375","142675200","112.04","1.51"
"2020-10-01","117.63999938964844","117.72000122070312","115.83000183105469","114.00701141357422","AAPL","116.79000091552734","116120400","112.75","0.85"
"2020-10-02","112.88999938964844","115.37000274658203","112.22000122070312","110.32682800292969","AAPL","113.0199966430664","144712000","113.60","-3.23"
"2020-10-05","113.91000366210938","116.6500015258789","113.55000305175781","113.72388458251953","AAPL","116.5","106243800","114.78","3.08"
"2020-10-06","115.69999694824219","116.12000274658203","112.25","110.46350860595703","AAPL","113.16000366210938","161498200","114.90","-2.87"
"2020-10-07","114.62000274658203","115.55000305175781","114.12999725341797","112.33772277832031","AAPL","115.08000183105469","96849000","114.92","1.70"
"2020-10-08","116.25","116.4000015258789","114.58999633789062","112.2303695678711","AAPL","114.97000122070312","83477200","115.05","-0.10"
"2020-10-09","115.27999877929688","117.0","114.91999816894531","114.18270111083984","AAPL","116.97000122070312","100506900","115.21","1.74"
"2020-10-12","120.05999755859375","125.18000030517578","119.27999877929688","121.43566131591797","AAPL","124.4000015258789","240226800","116.30","6.35"
"2020-10-13","125.2699966430664","125.38999938964844","119.6500015258789","118.21427917480469","AAPL","121.0999984741211","262330500","117.45","-2.65"
"2020-10-14","121.0","123.02999877929688","119.62000274658203","118.30213928222656","AAPL","121.19000244140625","150712000","118.12","0.07"
"2020-10-15","118.72000122070312","121.19999694824219","118.1500015258789","117.83357238769531","AAPL","120.70999908447266","112559200","119.20","-0.40"
"2020-10-16","121.27999877929688","121.55000305175781","118.80999755859375","116.1838607788086","AAPL","119.0199966430664","115393800","119.77","-1.40"
"2020-10-19","119.95999908447266","120.41999816894531","115.66000366210938","113.21630096435547","AAPL","115.9800033569336","120639300","119.91","-2.55"
"2020-10-20","116.19999694824219","118.9800033569336","115.62999725341797","114.70983123779297","AAPL","117.51000213623047","124423700","119.99","1.32"
"2020-10-21","116.66999816894531","118.70999908447266","116.44999694824219","114.08509063720703","AAPL","116.87000274658203","89946000","118.91","-0.54"
"2020-10-22","117.44999694824219","118.04000091552734","114.58999633789062","112.99176788330078","AAPL","115.75","101988000","118.15","-0.96"
"2020-10-23","116.38999938964844","116.55000305175781","114.27999877929688","112.29869842529297","AAPL","115.04000091552734","82572600","117.27","-0.61"
"2020-10-26","114.01000213623047","116.55000305175781","112.87999725341797","112.30847930908203","AAPL","115.05000305175781","111850700","116.46","0.01"
"2020-10-27","115.48999786376953","117.27999877929688","114.54000091552734","113.82151794433594","AAPL","116.5999984741211","92276800","116.11","1.35"
"2020-10-28","115.05000305175781","115.43000030517578","111.0999984741211","108.5501937866211","AAPL","111.19999694824219","143937800","115.43","-4.63"
"2020-10-29","112.37000274658203","116.93000030517578","112.19999694824219","112.572021484375","AAPL","115.31999969482422","146129200","115.12","3.71"
"2020-10-30","111.05999755859375","111.98999786376953","107.72000122070312","106.26596069335938","AAPL","108.86000061035156","190272600","113.97","-5.60"
"2020-11-02","109.11000061035156","110.68000030517578","107.31999969482422","106.17811584472656","AAPL","108.7699966430664","122866900","112.98","-0.08"
"2020-11-03","109.66000366210938","111.48999786376953","108.7300033569336","107.80831146240234","AAPL","110.44000244140625","107624400","112.32","1.54"
"2020-11-04","114.13999938964844","115.58999633789062","112.3499984741211","112.2108383178711","AAPL","114.94999694824219","138235500","112.31","4.08"
"2020-11-05","117.94999694824219","119.62000274658203","116.87000274658203","116.19361114501953","AAPL","119.02999877929688","126387100","112.65","3.55"
